"zipcode","centile","superzip","rank","city","state","adultpop","households","college","income","State","Congressional.District"
"9053",27948,57.46135,0,6679,"Kill Devil Hills","NC",6492,2458,"26.26309%",62.17115,37,3
"9054",27949,78.92929,0,3121,"Kitty Hawk","NC",4648,1883,"38.46816%",78.47954,37,3
"9055",27950,49.0004,0,8474,"Knotts Island","NC",1213,500,"11.87139%",76.45798,37,3
"9056",27953,8.290133,0,20901,"Manns Harbor","NC",779,367,"6.93196%",46.69047,37,3
"9057",27954,51.48612,0,7890,"Manteo","NC",3556,1445,"22.44094%",61.1643,37,3
"9058",27956,9.692964,0,NA,"Maple","NC",386,115,"2.07254%",57.00351,37,3
"9059",27957,24.54148,0,14992,"Merry Hill","NC",693,280,"11.11111%",56.11827,37,1
"9060",27958,36.99156,0,11314,"Moyock","NC",4480,1965,"11.58482%",65.67944,37,3
"9061",27959,76.10346,0,3581,"Nags Head","NC",2119,763,"34.02548%",79.61323,37,3
"9062",27960,47.51736,0,8792,"Ocracoke","NC",585,208,"25.98291%",50.6695,37,3
"9063",27962,13.39348,0,18911,"Plymouth","NC",5183,2273,"12.27089%",43.74184,37,1
"9064",27962,13.39348,0,18911,"Plymouth","NC",5183,2273,"12.27089%",43.74184,37,3
"9065",27964,34.52478,0,NA,"Point Harbor","NC",414,162,"10.86956%",64.83473,37,3
"9066",27965,14.73379,0,NA,"Poplar Branch","NC",332,151,"10.84337%",47.65156,37,3
"9067",27966,17.15897,0,17409,"Powells Point","NC",979,456,"9.2952%",53.03102,37,3
"9068",27967,6.387454,0,NA,"Powellsville","NC",429,183,"6.75991%",44.1315,37,1
"9069",27968,71.72977,0,NA,"Rodanthe","NC",226,89,"38.49558%",63.47352,37,3
"9070",27970,14.28113,0,18547,"Roper","NC",2554,1038,"10.96319%",46.99253,37,3
"9071",27970,14.28113,0,18547,"Roper","NC",2554,1038,"10.96319%",46.99253,37,1
"9072",27972,66.52515,0,NA,"Salvo","NC",234,90,"32.47863%",64.83473,37,3
"9073",27973,43.5898,0,9692,"Shawboro","NC",752,310,"15.55851%",64.7262,37,3
"9074",27974,30.12758,0,13264,"Shiloh","NC",816,329,"12.7451%",57.8613,37,3
"9075",27976,27.3843,0,14116,"South Mills","NC",1578,682,"10.07605%",60.26336,37,3
"9076",27979,27.0296,0,14243,"Sunbury","NC",1037,443,"16.10415%",49.5162,37,1
"9077",27979,27.0296,0,14243,"Sunbury","NC",1037,443,"16.10415%",49.5162,37,3
"9078",27980,12.96324,0,19090,"Tyner","NC",1624,704,"11.76108%",44.1315,37,3
"9079",27980,12.96324,0,19090,"Tyner","NC",1624,704,"11.76108%",44.1315,37,1
"9080",27981,33.98576,0,12081,"Wanchese","NC",1093,457,"15.91949%",55.69853,37,3
"9081",27982,36.30953,0,NA,"Waves","NC",56,30,"28.57143%",35.75501,37,3
"9082",27983,9.186126,0,20518,"Windsor","NC",6093,2538,"10.56951%",41.70852,37,1
"9083",27985,36.24148,0,NA,"Winfall","NC",80,29,"17.5%",54.75575,37,1
"9084",27986,6.409148,0,21651,"Winton","NC",1047,396,"13.085%",33.26665,37,1
"9085",28001,29.75944,0,13380,"Albemarle","NC",17462,7302,"14.41988%",54.65637,37,8
"9086",28006,29.14816,0,NA,"Alexis","NC",447,193,"7.82998%",65.56176,37,10
"9087",28007,2.283954,0,23173,"Ansonville","NC",504,204,"2.77778%",41.47577,37,8
"9088",28009,17.12212,0,17421,"Badin","NC",590,246,"16.1017%",41.27178,37,8
"9089",28012,49.48895,0,8356,"Belmont","NC",12994,5205,"18.42389%",65.70821,37,10
"9090",28016,14.4745,0,18468,"Bessemer City","NC",9305,4134,"7.15744%",53.77897,37,10
"9091",28017,65.98195,0,NA,"Boiling Springs","NC",457,203,"31.29103%",65.87035,37,10
"9092",28018,16.72074,0,17579,"Bostic","NC",3650,1562,"12.10959%",47.70517,37,10
"9093",28019,1.276086,0,NA,"Caroleen","NC",495,209,"3.83838%",35.17706,37,10
"9094",28020,15.45055,0,18098,"Casar","NC",1724,776,"6.61253%",55.66322,37,10
"9095",28021,31.21833,0,12941,"Cherryville","NC",8879,3661,"12.46762%",59.21074,37,10
"9096",28023,21.46226,0,15941,"China Grove","NC",8693,3779,"11.10089%",53.69398,37,8
"9097",28023,21.46226,0,15941,"China Grove","NC",8693,3779,"11.10089%",53.69398,37,12
"9098",28025,50.99472,0,8008,"Concord","NC",27384,11323,"19.16082%",66.20117,37,8
"9099",28027,60.47013,0,6098,"Concord","NC",20994,8993,"22.2635%",73.21383,37,8
"9100",28027,60.47013,0,6098,"Concord","NC",20994,8993,"22.2635%",73.21383,37,12
"9101",28031,94.83701,0,816,"Cornelius","NC",9733,3879,"51.00175%",121.2341,37,9
"9102",28032,52.23966,0,7735,"Cramerton","NC",1595,669,"19.37304%",67.32571,37,10
"9103",28033,10.00135,0,20190,"Crouse","NC",1324,608,"4.60725%",53.03756,37,10
"9104",28034,19.96304,0,16490,"Dallas","NC",9534,4095,"8.68471%",56.52885,37,10
"9105",28036,93.43109,0,1012,"Davidson","NC",5997,2364,"51.04219%",110.2699,37,12
"9106",28036,93.43109,0,1012,"Davidson","NC",5997,2364,"51.04219%",110.2699,37,9
"9107",28037,62.91221,0,5659,"Denver","NC",9028,3929,"20.42534%",79.91005,37,10
"9108",28040,12.8705,0,19123,"Ellenboro","NC",4407,1928,"7.94191%",50.57928,37,10
"9109",28043,13.72017,0,18759,"Forest City","NC",13659,5871,"10.33751%",47.51426,37,10
"9110",28052,11.10507,0,19748,"Gastonia","NC",23565,9886,"8.5975%",47.52341,37,10
"9111",28054,48.44594,0,8589,"Gastonia","NC",23092,9121,"20.60887%",60.87793,37,10
"9112",28056,60.71795,0,6044,"Gastonia","NC",18499,8174,"21.63901%",74.66265,37,10
"9113",28071,24.57565,0,14979,"Gold Hill","NC",1855,796,"8.51752%",60.63733,37,8
"9114",28072,37.23153,0,NA,"Granite Quarry","NC",162,65,"21.60494%",48.62703,37,8
"9115",28073,9.120577,0,20545,"Grover","NC",2765,1260,"3.8698%",53.15656,37,10
"9116",28075,76.83143,0,3468,"Harrisburg","NC",9662,4206,"28.20327%",91.05865,37,8
"9117",28076,0.063553,0,NA,"Henrietta","NC",204,87,"0%",28.63906,37,10
"9118",28077,1.485974,0,NA,"High Shoals","NC",334,146,"2.09581%",39.228,37,10
"9119",28078,90.08286,0,1503,"Huntersville","NC",18396,7794,"44.05305%",103.2533,37,9
"9120",28078,90.08286,0,1503,"Huntersville","NC",18396,7794,"44.05305%",103.2533,37,12
"9121",28079,66.52311,0,5049,"Indian Trail","NC",7199,3229,"24.93402%",77.82182,37,8
"9122",28079,66.52311,0,5049,"Indian Trail","NC",7199,3229,"24.93402%",77.82182,37,9
"9123",28080,20.26329,0,16383,"Iron Station","NC",4004,1738,"7.16783%",59.4108,37,10
"9124",28081,23.17844,0,15410,"Kannapolis","NC",15536,6702,"9.88671%",57.10159,37,8
"9125",28081,23.17844,0,15410,"Kannapolis","NC",15536,6702,"9.88671%",57.10159,37,12
"9126",28083,23.35482,0,15359,"Kannapolis","NC",13637,5611,"10.86749%",55.56516,37,8
"9127",28086,26.12027,0,14496,"Kings Mountain","NC",16263,7047,"11.71371%",56.42556,37,10
"9128",28088,18.12362,0,17127,"Landis","NC",2206,890,"8.29556%",55.573,37,8
"9129",28089,21.91295,0,NA,"Lattimore","NC",91,35,"14.28571%",48.48973,37,10
"9130",28090,12.88379,0,19113,"Lawndale","NC",5565,2427,"9.36208%",48.16283,37,11
"9131",28090,12.88379,0,19113,"Lawndale","NC",5565,2427,"9.36208%",48.16283,37,10
"9132",28091,9.99759,0,20195,"Lilesville","NC",1551,638,"6.38298%",49.96863,37,8
"9133",28092,29.47158,0,13456,"Lincolnton","NC",23873,9932,"11.90047%",58.82369,37,10
"9134",28097,32.22598,0,12577,"Locust","NC",2031,915,"9.65042%",65.02433,37,8
"9135",28098,10.24038,0,20094,"Lowell","NC",1830,759,"5.40984%",51.91695,37,10
"9136",28101,25.75487,0,NA,"Mc Adenville","NC",343,158,"11.07872%",57.2075,37,10
"9137",28102,3.694428,0,NA,"Mc Farlan","NC",76,33,"10.52632%",31.7093,37,8
"9138",28103,28.99446,0,13625,"Marshville","NC",6084,2570,"10.22354%",61.26629,37,8
"9139",28104,80.18741,0,2942,"Matthews","NC",12654,5721,"33.08045%",90.91612,37,9
"9140",28104,80.18741,0,2942,"Matthews","NC",12654,5721,"33.08045%",90.91612,37,8
"9141",28105,87.04919,0,1915,"Matthews","NC",20841,8874,"41.64867%",96.40673,37,9
"9142",28105,87.04919,0,1915,"Matthews","NC",20841,8874,"41.64867%",96.40673,37,12
"9143",28107,42.22177,0,9978,"Midland","NC",3501,1483,"11.48243%",70.56986,37,9
"9144",28107,42.22177,0,9978,"Midland","NC",3501,1483,"11.48243%",70.56986,37,8
"9145",28109,6.907727,0,NA,"Misenheimer","NC",58,20,"0%",56.79953,37,8
"9146",28110,46.07005,0,9113,"Monroe","NC",22803,9977,"15.26992%",67.50485,37,9
"9147",28110,46.07005,0,9113,"Monroe","NC",22803,9977,"15.26992%",67.50485,37,8
"9148",28112,45.99708,0,9125,"Monroe","NC",14685,6226,"15.68267%",66.7569,37,8
"9149",28112,45.99708,0,9125,"Monroe","NC",14685,6226,"15.68267%",66.7569,37,9
"9150",28114,15.99606,0,17859,"Mooresboro","NC",4674,2106,"10.76166%",49.20237,37,10
"9151",28115,39.85809,0,10585,"Mooresville","NC",16279,6908,"15.03778%",62.23914,37,8
"9152",28115,39.85809,0,10585,"Mooresville","NC",16279,6908,"15.03778%",62.23914,37,5
"9153",28115,39.85809,0,10585,"Mooresville","NC",16279,6908,"15.03778%",62.23914,37,12
"9154",28115,39.85809,0,10585,"Mooresville","NC",16279,6908,"15.03778%",62.23914,37,9
"9155",28117,83.43126,0,2446,"Mooresville","NC",12788,5564,"36.44823%",94.04128,37,9
"9156",28119,1.837134,0,23322,"Morven","NC",1590,748,"4.33962%",37.04823,37,8
"9157",28120,41.40199,0,10193,"Mount Holly","NC",10709,4546,"12.66225%",67.7533,37,10
"9158",28124,48.56785,0,8571,"Mount Pleasant","NC",3761,1616,"14.57059%",71.37273,37,8
"9159",28125,52.81977,0,7590,"Mount Ulla","NC",1371,569,"15.09847%",75.5139,37,9
"9160",28125,52.81977,0,7590,"Mount Ulla","NC",1371,569,"15.09847%",75.5139,37,12
"9161",28125,52.81977,0,7590,"Mount Ulla","NC",1371,569,"15.09847%",75.5139,37,5
"9162",28127,37.66658,0,11145,"New London","NC",5086,1815,"14.4711%",61.29375,37,8
"9163",28128,26.53383,0,14370,"Norwood","NC",5137,2184,"11.29064%",57.4834,37,8
"9164",28129,27.83149,0,13944,"Oakboro","NC",3339,1523,"8.77508%",62.88771,37,8
"9165",28133,32.60837,0,12484,"Peachland","NC",2010,925,"12.58706%",60.20452,37,8
"9166",28134,66.7901,0,5014,"Pineville","NC",5071,1883,"29.5208%",70.26519,37,9
"9167",28134,66.7901,0,5014,"Pineville","NC",5071,1883,"29.5208%",70.26519,37,12
"9168",28135,11.40386,0,19631,"Polkton","NC",2995,825,"5.47579%",53.25724,37,8
"9169",28137,31.46204,0,12857,"Richfield","NC",1765,791,"17.2238%",51.23307,37,8
"9170",28138,25.10339,0,14826,"Rockwell","NC",6477,2849,"8.83125%",60.49088,37,8
"9171",28139,33.57915,0,12215,"Rutherfordton","NC",12364,5103,"16.11938%",54.88782,37,10
"9172",28144,44.55581,0,9475,"Salisbury","NC",17710,6380,"22.96443%",52.77997,37,5
"9173",28144,44.55581,0,9475,"Salisbury","NC",17710,6380,"22.96443%",52.77997,37,8
"9174",28144,44.55581,0,9475,"Salisbury","NC",17710,6380,"22.96443%",52.77997,37,12
"9175",28146,35.89341,0,11619,"Salisbury","NC",17010,7430,"13.13933%",61.96062,37,8
"9176",28146,35.89341,0,11619,"Salisbury","NC",17010,7430,"13.13933%",61.96062,37,12
"9177",28147,44.62983,0,9449,"Salisbury","NC",13984,5932,"17.56293%",62.20515,37,12
"9178",28147,44.62983,0,9449,"Salisbury","NC",13984,5932,"17.56293%",62.20515,37,8
"9179",28147,44.62983,0,9449,"Salisbury","NC",13984,5932,"17.56293%",62.20515,37,5
"9180",28150,30.54431,0,13126,"Shelby","NC",19291,7870,"15.74309%",53.04541,37,10
"9181",28152,31.69934,0,12762,"Shelby","NC",14368,6271,"14.75501%",55.72991,37,10
"9182",28159,23.16639,0,15414,"Spencer","NC",1997,746,"12.56885%",52.47137,37,5
"9183",28159,23.16639,0,15414,"Spencer","NC",1997,746,"12.56885%",52.47137,37,12
"9184",28159,23.16639,0,15414,"Spencer","NC",1997,746,"12.56885%",52.47137,37,8
"9185",28160,12.09107,0,19408,"Spindale","NC",2934,1099,"11.55419%",43.55093,37,10
"9186",28163,29.66305,0,13405,"Stanfield","NC",4261,1845,"10.95987%",60.54972,37,8
"9187",28164,30.30869,0,13206,"Stanley","NC",8548,3694,"10.28311%",62.25745,37,10
"9188",28166,43.66565,0,9671,"Troutman","NC",4366,1869,"14.38387%",66.82098,37,9
"9189",28166,43.66565,0,9671,"Troutman","NC",4366,1869,"14.38387%",66.82098,37,5
"9190",28167,16.57477,0,17629,"Union Mills","NC",1518,617,"10.73781%",49.92025,37,10
"9191",28167,16.57477,0,17629,"Union Mills","NC",1518,617,"10.73781%",49.92025,37,11
"9192",28168,28.98473,0,13628,"Vale","NC",6119,2634,"9.85455%",61.89917,37,10
"9193",28169,13.2093,0,NA,"Waco","NC",148,62,"8.78378%",49.58027,37,10
"9194",28170,13.66988,0,18775,"Wadesboro","NC",8191,3383,"11.47601%",45.4901,37,8
"9195",28173,78.31932,0,3214,"Waxhaw","NC",11427,5056,"33.16706%",86.4062,37,9
"9196",28174,45.6356,0,9215,"Wingate","NC",3918,1725,"16.36039%",65.17078,37,8
"9197",28202,59.72856,0,6241,"Charlotte","NC",3658,749,"36.65938%",47.32074,37,12
"9198",28202,59.72856,0,6241,"Charlotte","NC",3658,749,"36.65938%",47.32074,37,9
"9199",28203,73.90912,0,3913,"Charlotte","NC",7189,2271,"43.27445%",59.03291,37,9
"9200",28203,73.90912,0,3913,"Charlotte","NC",7189,2271,"43.27445%",59.03291,37,12
"9201",28204,72.24351,0,4165,"Charlotte","NC",3566,771,"40.97027%",60.20452,37,9
"9202",28204,72.24351,0,4165,"Charlotte","NC",3566,771,"40.97027%",60.20452,37,12
"9203",28205,38.12677,0,11008,"Charlotte","NC",30323,10813,"21.97012%",48.78917,37,9
"9204",28205,38.12677,0,11008,"Charlotte","NC",30323,10813,"21.97012%",48.78917,37,12
"9205",28206,1.687401,0,23388,"Charlotte","NC",7229,2887,"5.09061%",34.80831,37,12
"9206",28207,99.81531,1,45,"Charlotte","NC",6204,2047,"73.29143%",199.0939,37,9
"9207",28208,4.072724,0,22570,"Charlotte","NC",21567,8787,"6.34302%",40.00079,37,9
"9208",28208,4.072724,0,22570,"Charlotte","NC",21567,8787,"6.34302%",40.00079,37,12
"9209",28209,83.20216,0,2477,"Charlotte","NC",14905,4466,"46.23952%",76.46584,37,9
"9210",28209,83.20216,0,2477,"Charlotte","NC",14905,4466,"46.23952%",76.46584,37,12
"9211",28210,88.28781,0,1748,"Charlotte","NC",29224,10214,"48.71681%",88.72066,37,9
"9212",28210,88.28781,0,1748,"Charlotte","NC",29224,10214,"48.71681%",88.72066,37,12
"9213",28211,95.13687,1,774,"Charlotte","NC",19697,7476,"58.03422%",112.0142,37,12
"9214",28211,95.13687,1,774,"Charlotte","NC",19697,7476,"58.03422%",112.0142,37,9
"9215",28212,54.58402,0,7247,"Charlotte","NC",22280,8295,"27.09156%",57.03751,37,9
"9216",28212,54.58402,0,7247,"Charlotte","NC",22280,8295,"27.09156%",57.03751,37,12
"9217",28213,54.16148,0,7320,"Charlotte","NC",15102,5960,"24.26169%",61.48597,37,8
"9218",28213,54.16148,0,7320,"Charlotte","NC",15102,5960,"24.26169%",61.48597,37,12
"9219",28214,52.73606,0,7613,"Charlotte","NC",14118,5962,"18.47287%",69.56955,37,9
"9220",28214,52.73606,0,7613,"Charlotte","NC",14118,5962,"18.47287%",69.56955,37,12
"9221",28215,60.79059,0,6031,"Charlotte","NC",26281,10798,"25.72201%",67.72322,37,8
"9222",28215,60.79059,0,6031,"Charlotte","NC",26281,10798,"25.72201%",67.72322,37,9
"9223",28215,60.79059,0,6031,"Charlotte","NC",26281,10798,"25.72201%",67.72322,37,12
"9224",28216,49.53376,0,8346,"Charlotte","NC",19014,7907,"21.24224%",60.89885,37,12
"9225",28216,49.53376,0,8346,"Charlotte","NC",19014,7907,"21.24224%",60.89885,37,9
"9226",28217,26.64953,0,14338,"Charlotte","NC",11791,4725,"13.28132%",54.12287,37,12
"9227",28217,26.64953,0,14338,"Charlotte","NC",11791,4725,"13.28132%",54.12287,37,9
"9228",28226,94.26157,0,896,"Charlotte","NC",24612,9684,"53.4861%",112.2222,37,9
"9229",28227,67.35117,0,4916,"Charlotte","NC",26363,10818,"27.10997%",75.45898,37,12
"9230",28227,67.35117,0,4916,"Charlotte","NC",26363,10818,"27.10997%",75.45898,37,8
"9231",28227,67.35117,0,4916,"Charlotte","NC",26363,10818,"27.10997%",75.45898,37,9
"9232",28262,84.00262,0,2364,"Charlotte","NC",9983,3607,"44.5858%",81.44125,37,9
"9233",28262,84.00262,0,2364,"Charlotte","NC",9983,3607,"44.5858%",81.44125,37,8
"9234",28262,84.00262,0,2364,"Charlotte","NC",9983,3607,"44.5858%",81.44125,37,12
"9235",28269,88.26067,0,1752,"Charlotte","NC",27773,11098,"45.9331%",93.33126,37,12
"9236",28269,88.26067,0,1752,"Charlotte","NC",27773,11098,"45.9331%",93.33126,37,9
"9237",28270,95.92088,1,654,"Charlotte","NC",17175,7360,"58.71325%",118.3731,37,12
"9238",28270,95.92088,1,654,"Charlotte","NC",17175,7360,"58.71325%",118.3731,37,9
"9239",28273,75.97113,0,3603,"Charlotte","NC",12142,4745,"33.37177%",80.45401,37,12
"9240",28273,75.97113,0,3603,"Charlotte","NC",12142,4745,"33.37177%",80.45401,37,9
"9241",28277,97.29379,1,443,"Charlotte","NC",22376,9468,"60.56489%",132.2938,37,9
"9242",28278,87.23523,0,1888,"Charlotte","NC",4529,1850,"39.47891%",101.0265,37,9
"9243",28301,17.35197,0,17356,"Fayetteville","NC",22502,8952,"13.76767%",45.46917,37,4
"9244",28301,17.35197,0,17356,"Fayetteville","NC",22502,8952,"13.76767%",45.46917,37,2
"9245",28303,52.97683,0,7556,"Fayetteville","NC",20135,8676,"25.38366%",58.00121,37,2
"9246",28303,52.97683,0,7556,"Fayetteville","NC",20135,8676,"25.38366%",58.00121,37,4
"9247",28304,43.47076,0,9712,"Fayetteville","NC",22297,10023,"19.36583%",58.0509,37,4
"9248",28304,43.47076,0,9712,"Fayetteville","NC",22297,10023,"19.36583%",58.0509,37,2
"9249",28305,78.18697,0,3238,"Fayetteville","NC",4280,1645,"40.18691%",73.89509,37,2
"9250",28305,78.18697,0,3238,"Fayetteville","NC",4280,1645,"40.18691%",73.89509,37,4
"9251",28306,29.25618,0,13522,"Fayetteville","NC",18735,8274,"15.08407%",53.17878,37,4
"9252",28306,29.25618,0,13522,"Fayetteville","NC",18735,8274,"15.08407%",53.17878,37,7
"9253",28306,29.25618,0,13522,"Fayetteville","NC",18735,8274,"15.08407%",53.17878,37,2
"9254",28307,21.34109,0,15979,"Fort Bragg","NC",10831,4720,"19.31493%",39.4176,37,2
"9255",28311,57.69052,0,6641,"Fayetteville","NC",19370,9001,"27.12442%",60.92239,37,4
"9256",28311,57.69052,0,6641,"Fayetteville","NC",19370,9001,"27.12442%",60.92239,37,2
"9257",28314,45.11102,0,9342,"Fayetteville","NC",27625,12847,"21.06425%",56.59293,37,2
"9258",28314,45.11102,0,9342,"Fayetteville","NC",27625,12847,"21.06425%",56.59293,37,4
"9259",28315,32.23046,0,12575,"Aberdeen","NC",6175,2640,"16.69636%",52.88719,37,2
"9260",28318,15.28357,0,18171,"Autryville","NC",2619,1198,"9.31653%",50.78588,37,7
"9261",28320,6.909412,0,21399,"Bladenboro","NC",6084,2457,"7.47863%",43.91313,37,7
"9262",28323,21.24285,0,16010,"Bunnlevel","NC",1574,637,"8.70394%",57.64555,37,2
"9263",28323,21.24285,0,16010,"Bunnlevel","NC",1574,637,"8.70394%",57.64555,37,4
"9264",28325,17.37345,0,NA,"Calypso","NC",244,101,"15.98361%",41.67975,37,7
"9265",28326,18.72505,0,16888,"Cameron","NC",6206,2884,"9.61972%",53.92804,37,2
"9266",28327,44.21524,0,9553,"Carthage","NC",9307,3966,"18.77082%",59.74424,37,2
"9267",28328,21.19028,0,16031,"Clinton","NC",16435,6628,"13.42257%",49.45213,37,7
"9268",28330,4.065233,0,NA,"Cordova","NC",198,105,"5.55556%",41.33585,37,8
"9269",28332,38.6326,0,NA,"Dublin","NC",337,155,"21.95846%",49.28083,37,7
"9270",28333,8.268434,0,20916,"Dudley","NC",7018,3081,"8.99117%",43.03704,37,13
"9271",28333,8.268434,0,20916,"Dudley","NC",7018,3081,"8.99117%",43.03704,37,1
"9272",28334,21.98728,0,15804,"Dunn","NC",15528,6299,"11.93328%",52.57859,37,7
"9273",28334,21.98728,0,15804,"Dunn","NC",15528,6299,"11.93328%",52.57859,37,2
"9274",28337,31.13843,0,12961,"Elizabethtown","NC",6000,2401,"17.03333%",51.27753,37,7
"9275",28338,5.355608,0,22075,"Ellerbe","NC",3013,1290,"5.84135%",43.74184,37,8
"9276",28339,17.20753,0,17397,"Erwin","NC",4597,1884,"9.41919%",52.84927,37,2
"9277",28339,17.20753,0,17397,"Erwin","NC",4597,1884,"9.41919%",52.84927,37,4
"9278",28340,6.798755,0,21453,"Fairmont","NC",7009,3048,"9.07405%",40.92003,37,8
"9279",28341,15.39471,0,18124,"Faison","NC",2684,1084,"12.40686%",45.6104,37,7
"9280",28342,51.03145,0,NA,"Falcon","NC",169,63,"27.81065%",51.3233,37,2
"9281",28343,7.235922,0,21287,"Gibson","NC",1068,468,"7.86517%",43.66469,37,8
"9282",28344,11.23547,0,19705,"Godwin","NC",1753,741,"7.75813%",49.13699,37,2
"9283",28344,11.23547,0,19705,"Godwin","NC",1753,741,"7.75813%",49.13699,37,7
"9284",28345,9.25183,0,20488,"Hamlet","NC",8043,3361,"8.33023%",45.66531,37,8
"9285",28347,11.86677,0,19477,"Hoffman","NC",1160,475,"10.34483%",45.39464,37,2
"9286",28347,11.86677,0,19477,"Hoffman","NC",1160,475,"10.34483%",45.39464,37,8
"9287",28348,32.15278,0,12601,"Hope Mills","NC",15646,7098,"13.37722%",58.54125,37,2
"9288",28348,32.15278,0,12601,"Hope Mills","NC",15646,7098,"13.37722%",58.54125,37,7
"9289",28349,16.75094,0,17566,"Kenansville","NC",2622,893,"13.61556%",45.15274,37,7
"9290",28350,8.128749,0,NA,"Lakeview","NC",228,110,"9.64912%",41.74252,37,2
"9291",28351,3.808853,0,22657,"Laurel Hill","NC",3042,1344,"4.30638%",42.88928,37,8
"9292",28352,35.26354,0,11768,"Laurinburg","NC",15860,6904,"18.79571%",51.73389,37,8
"9293",28356,23.1255,0,15432,"Linden","NC",2507,1112,"9.5732%",57.58409,37,2
"9294",28356,23.1255,0,15432,"Linden","NC",2507,1112,"9.5732%",57.58409,37,4
"9295",28357,14.4195,0,18491,"Lumber Bridge","NC",1785,820,"10.47619%",47.98238,37,8
"9296",28357,14.4195,0,18491,"Lumber Bridge","NC",1785,820,"10.47619%",47.98238,37,2
"9297",28357,14.4195,0,18491,"Lumber Bridge","NC",1785,820,"10.47619%",47.98238,37,7
"9298",28358,19.04443,0,16789,"Lumberton","NC",22901,9540,"14.68058%",45.44956,37,8
"9299",28360,9.210259,0,20499,"Lumberton","NC",7236,3264,"8.45771%",45.41164,37,8
"9300",28363,24.8077,0,14912,"Marston","NC",699,315,"9.44206%",59.21336,37,8
"9301",28364,5.844386,0,21859,"Maxton","NC",7973,3596,"9.25624%",38.85795,37,8
"9302",28364,5.844386,0,21859,"Maxton","NC",7973,3596,"9.25624%",38.85795,37,7
"9303",28365,16.09662,0,17815,"Mount Olive","NC",9635,3920,"11.36482%",48.29228,37,7
"9304",28365,16.09662,0,17815,"Mount Olive","NC",9635,3920,"11.36482%",48.29228,37,13
"9305",28365,16.09662,0,17815,"Mount Olive","NC",9635,3920,"11.36482%",48.29228,37,1
"9306",28366,27.76019,0,13976,"Newton Grove","NC",3232,1313,"12.74752%",55.95613,37,7
"9307",28367,3.603518,0,NA,"Norman","NC",37,12,"10.81081%",31.0555,37,8
"9308",28369,12.54906,0,19228,"Orrum","NC",1918,846,"8.49844%",49.3619,37,8
"9309",28371,29.50977,0,13445,"Parkton","NC",2858,1221,"13.0161%",56.92113,37,8
"9310",28371,29.50977,0,13445,"Parkton","NC",2858,1221,"13.0161%",56.92113,37,7
"9311",28371,29.50977,0,13445,"Parkton","NC",2858,1221,"13.0161%",56.92113,37,2
"9312",28372,19.36469,0,16681,"Pembroke","NC",6884,3049,"16.40035%",42.74022,37,8
"9313",28373,43.89777,0,9617,"Pinebluff","NC",751,308,"20.10652%",57.2075,37,2
"9314",28374,88.03828,0,1782,"Pinehurst","NC",9816,4019,"49.44988%",86.6455,37,2
"9315",28376,15.08881,0,18254,"Raeford","NC",15407,6765,"11.18323%",47.35081,37,2
"9316",28376,15.08881,0,18254,"Raeford","NC",15407,6765,"11.18323%",47.35081,37,7
