"zipcode","centile","superzip","rank","city","state","adultpop","households","college","income","State","Congressional.District"
"25499",68942,11.59154,0,NA,"Guide Rock","NE",375,149,"13.86667%",39.02401,31,3
"25500",68943,41.91883,0,NA,"Hardy","NE",228,108,"21.92982%",52.304,31,3
"25501",68944,15.31675,0,18163,"Harvard","NE",837,354,"13.26165%",44.00597,31,3
"25502",68945,8.0506,0,NA,"Heartwell","NE",143,64,"6.29371%",47.4005,31,3
"25503",68946,1.275543,0,NA,"Hendley","NE",92,44,"0%",41.76997,31,3
"25504",68947,28.81992,0,NA,"Hildreth","NE",400,171,"15.25%",52.48576,31,3
"25505",68948,16.67917,0,NA,"Holbrook","NE",206,86,"14.56311%",43.43063,31,3
"25506",68949,48.99881,0,8475,"Holdrege","NE",4626,1832,"21.72503%",59.47749,31,3
"25507",68950,30.51771,0,NA,"Holstein","NE",253,115,"10.27668%",62.4379,31,3
"25508",68952,4.605277,0,NA,"Inavale","NE",157,42,"10.82803%",33.3438,31,3
"25509",68954,24.61509,0,NA,"Inland","NE",86,35,"11.62791%",55.30102,31,3
"25510",68955,34.45595,0,11952,"Juniata","NE",979,459,"15.11747%",57.45333,31,3
"25511",68956,42.16314,0,9992,"Kenesaw","NE",862,342,"16.70534%",61.53435,31,3
"25512",68957,12.48478,0,NA,"Lawrence","NE",425,174,"11.29412%",44.40348,31,3
"25513",68958,42.45188,0,NA,"Loomis","NE",465,213,"18.06452%",59.38727,31,3
"25514",68959,48.86035,0,8504,"Minden","NE",2837,1178,"21.32534%",60.05022,31,3
"25515",68960,13.66434,0,NA,"Naponee","NE",169,70,"8.87574%",49.96863,31,3
"25516",68961,21.57808,0,15908,"Nelson","NE",650,242,"12.46154%",51.41222,31,3
"25517",68964,1.700674,0,NA,"Oak","NE",85,38,"3.52941%",37.5935,31,3
"25518",68966,16.15052,0,17790,"Orleans","NE",531,205,"14.68927%",42.66045,31,3
"25519",68967,22.05527,0,15783,"Oxford","NE",893,356,"14.78163%",47.7274,31,3
"25520",68970,17.02619,0,17465,"Red Cloud","NE",1142,436,"13.04729%",46.4198,31,3
"25521",68971,16.74203,0,NA,"Republican City","NE",442,176,"10.40724%",50.6695,31,3
"25522",68972,9.912288,0,NA,"Riverton","NE",195,75,"13.33333%",37.86548,31,3
"25523",68973,20.14738,0,NA,"Roseland","NE",318,139,"9.43396%",55.40955,31,3
"25524",68974,7.777663,0,NA,"Ruskin","NE",198,87,"9.09091%",42.33355,31,3
"25525",68975,15.61319,0,NA,"Saronville","NE",102,48,"16.66667%",38.5742,31,3
"25526",68976,27.61277,0,NA,"Smithfield","NE",195,83,"11.79487%",57.47948,31,3
"25527",68977,11.21363,0,NA,"Stamford","NE",253,109,"10.27668%",44.74477,31,3
"25528",68978,19.75459,0,16561,"Superior","NE",1767,698,"14.60102%",46.15043,20,1
"25529",68978,19.75459,0,16561,"Superior","NE",1767,698,"14.60102%",46.15043,31,3
"25530",68979,34.33654,0,11986,"Sutton","NE",1297,549,"16.80802%",54.44193,31,3
"25531",68980,55.58129,0,NA,"Trumbull","NE",287,133,"25.08711%",61.90701,31,3
"25532",68981,27.19929,0,NA,"Upland","NE",273,123,"17.21612%",47.80978,31,3
"25533",68982,34.14557,0,12042,"Wilcox","NE",542,239,"19.18819%",50.17915,31,3
"25534",69001,30.46819,0,13145,"Mc Cook","NE",6263,2658,"15.67939%",53.09902,31,3
"25535",69020,19.37208,0,NA,"Bartley","NE",337,157,"13.64985%",47.49072,31,3
"25536",69021,25.38294,0,14761,"Benkelman","NE",1053,408,"16.23932%",47.89085,31,3
"25537",69022,34.66407,0,11897,"Cambridge","NE",1132,464,"19.16961%",50.6695,31,3
"25538",69023,15.96649,0,NA,"Champion","NE",336,146,"13.9881%",43.58623,31,3
"25539",69024,28.29388,0,13808,"Culbertson","NE",810,372,"15.92593%",50.94148,31,3
"25540",69025,42.80704,0,9845,"Curtis","NE",773,307,"22.1216%",52.71328,31,3
"25541",69026,18.0846,0,NA,"Danbury","NE",157,64,"8.28025%",55.573,31,3
"25542",69027,36.42879,0,NA,"Enders","NE",96,45,"17.70833%",54.5923,31,3
"25543",69028,32.45888,0,12518,"Eustis","NE",607,263,"19.11038%",48.87155,31,3
"25544",69029,11.60409,0,NA,"Farnam","NE",220,94,"10.90909%",44.1315,31,3
"25545",69030,13.11727,0,NA,"Haigler","NE",272,94,"11.39706%",44.94875,31,3
"25546",69032,6.244242,0,NA,"Hayes Center","NE",414,189,"9.66184%",38.92202,31,3
"25547",69033,38.46452,0,10916,"Imperial","NE",1737,718,"18.07714%",55.82406,31,3
"25548",69034,20.78926,0,16181,"Indianola","NE",712,302,"13.76404%",48.48973,31,3
"25549",69036,5.055124,0,NA,"Lebanon","NE",117,56,"6.83761%",41.09656,31,3
"25550",69037,12.10257,0,NA,"Max","NE",97,42,"20.61856%",27.93557,31,3
"25551",69038,29.44757,0,NA,"Maywood","NE",310,138,"18.3871%",47.63456,31,3
"25552",69039,16.57398,0,NA,"Moorefield","NE",116,52,"6.03448%",58.02475,31,3
"25553",69040,10.22048,0,NA,"Palisade","NE",409,171,"11.98044%",40.59052,31,3
"25554",69041,47.07793,0,NA,"Parks","NE",149,66,"20.13423%",60.1496,31,3
"25555",69042,6.154807,0,NA,"Stockville","NE",37,19,"5.40541%",46.0929,31,3
"25556",69043,18.72303,0,NA,"Stratton","NE",466,190,"15.66524%",43.50254,31,3
"25557",69044,13.04051,0,19051,"Trenton","NE",668,256,"11.97605%",43.85952,31,3
"25558",69045,17.54488,0,17305,"Wauneta","NE",794,331,"14.86146%",43.76014,31,3
"25559",69046,36.07375,0,NA,"Wilsonville","NE",185,72,"18.37838%",53.12125,31,3
"25560",69101,39.27821,0,10724,"North Platte","NE",18587,7613,"16.35014%",59.50103,31,3
"25561",69120,18.72271,0,16889,"Arnold","NE",691,292,"13.74819%",46.80554,31,3
"25562",69121,19.72181,0,NA,"Arthur","NE",246,107,"15.85366%",43.96805,31,3
"25563",69122,15.42279,0,18119,"Big Springs","NE",503,209,"10.33797%",49.19845,31,3
"25564",69123,36.62357,0,11416,"Brady","NE",640,287,"21.71875%",47.85424,31,3
"25565",69125,6.118072,0,NA,"Broadwater","NE",299,129,"10.03345%",38.00278,31,3
"25566",69127,19.68032,0,16578,"Brule","NE",552,219,"15.03623%",45.35803,31,3
"25567",69128,4.832887,0,NA,"Bushnell","NE",277,113,"3.61011%",46.25635,31,3
"25568",69129,44.48685,0,9496,"Chappell","NE",1056,419,"20.35985%",57.2075,31,3
"25569",69130,32.64663,0,12472,"Cozad","NE",3657,1550,"15.25841%",55.62661,31,3
"25570",69131,40.41756,0,NA,"Dalton","NE",397,150,"19.39547%",55.20949,31,3
"25571",69132,22.53173,0,NA,"Dickens","NE",31,12,"0%",73.5525,31,3
"25572",69133,17.86469,0,NA,"Dix","NE",269,117,"13.01115%",47.19651,31,3
"25573",69134,38.01345,0,NA,"Elsie","NE",257,119,"17.50973%",56.39025,31,3
"25574",69135,36.36692,0,NA,"Elsmere","NE",39,20,"25.64103%",40.8625,31,3
"25575",69138,32.69604,0,12464,"Gothenburg","NE",2968,1245,"17.18329%",52.338,31,3
"25576",69140,40.4259,0,10445,"Grant","NE",1269,501,"18.67612%",56.45824,31,3
"25577",69141,36.32156,0,NA,"Gurley","NE",271,107,"24.35424%",43.04227,31,3
"25578",69142,29.43432,0,NA,"Halsey","NE",81,35,"18.51852%",47.4005,31,3
"25579",69143,33.97492,0,12086,"Hershey","NE",964,427,"11.82573%",62.73996,31,3
"25580",69144,10.05759,0,NA,"Keystone","NE",169,73,"15.97633%",33.50725,31,3
"25581",69145,20.74681,0,16199,"Kimball","NE",2325,919,"14.45161%",47.26451,31,3
"25582",69146,9.316745,0,NA,"Lemoyne","NE",313,128,"12.14058%",39.228,31,3
"25583",69147,21.81357,0,15848,"Lewellen","NE",636,220,"14.30818%",48.3812,31,3
"25584",69148,34.73634,0,NA,"Lisco","NE",188,81,"23.40426%",43.40448,31,3
"25585",69149,10.86557,0,19825,"Lodgepole","NE",571,243,"10.50788%",43.95628,31,3
"25586",69150,20.03264,0,NA,"Madrid","NE",326,149,"11.04295%",52.53806,31,3
"25587",69151,32.01272,0,12663.5,"Maxwell","NE",515,234,"16.8932%",52.304,31,3
"25588",69152,28.64654,0,13706,"Mullen","NE",620,252,"18.06452%",47.54957,31,3
"25589",69153,33.91557,0,12112,"Ogallala","NE",4151,1735,"17.3934%",53.06502,31,3
"25590",69154,15.24121,0,18182,"Oshkosh","NE",1007,410,"12.2145%",45.766,31,3
"25591",69155,31.00901,0,13006,"Paxton","NE",718,308,"18.66295%",48.33413,31,3
"25592",69156,25.02588,0,NA,"Potter","NE",467,204,"12.4197%",54.22748,31,3
"25593",69157,24.95444,0,NA,"Purdum","NE",53,27,"16.98113%",46.31127,31,3
"25594",69161,6.021729,0,NA,"Seneca","NE",181,68,"11.60221%",35.14175,31,3
"25595",69162,35.83787,0,11634,"Sidney","NE",4897,2009,"17.23504%",54.84074,31,3
"25596",69163,21.65836,0,15883,"Stapleton","NE",575,256,"12.69565%",51.07878,31,3
"25597",69165,34.89781,0,11854,"Sutherland","NE",1096,457,"13.95985%",59.78478,31,3
"25598",69166,33.32317,0,NA,"Thedford","NE",334,138,"18.86228%",49.92678,31,3
"25599",69167,29.12771,0,NA,"Tryon","NE",320,153,"22.8125%",39.71835,31,3
"25600",69168,39.45907,0,NA,"Venango","NE",188,77,"22.34043%",49.30698,31,3
"25601",69169,41.73269,0,NA,"Wallace","NE",471,216,"20.38217%",54.80413,31,3
"25602",69170,32.13145,0,NA,"Wellfleet","NE",209,92,"16.74641%",52.71328,31,3
"25603",69201,38.00253,0,11037,"Valentine","NE",2752,1121,"20.8939%",50.55835,31,3
"25604",69210,27.90881,0,13921,"Ainsworth","NE",1997,818,"17.92689%",47.17952,31,3
"25605",69211,21.80944,0,NA,"Cody","NE",268,117,"18.28358%",41.5163,31,3
"25606",69212,25.36962,0,NA,"Crookston","NE",126,53,"19.04762%",43.04227,31,3
"25607",69214,22.30486,0,NA,"Johnstown","NE",155,57,"19.35484%",40.04525,31,3
"25608",69216,19.8121,0,NA,"Kilgore","NE",127,59,"18.11024%",40.13548,31,3
"25609",69217,5.101511,0,NA,"Long Pine","NE",330,131,"10%",35.84262,31,3
"25610",69218,7.491358,0,NA,"Merriman","NE",173,68,"5.78035%",47.7274,31,3
"25611",69219,9.620759,0,NA,"Nenzel","NE",3,1,"0%",60.4765,31,3
"25612",69220,10.52039,0,NA,"Sparks","NE",36,18,"11.11111%",42.497,31,3
"25613",69221,32.04228,0,NA,"Wood Lake","NE",140,64,"20.71429%",45.766,31,3
"25614",69301,39.68642,0,10635,"Alliance","NE",6902,2928,"15.47378%",61.30029,31,3
"25615",69331,20.71056,0,NA,"Angora","NE",102,45,"18.62745%",40.04525,31,3
"25616",69333,62.17023,0,NA,"Ashby","NE",114,51,"27.19298%",67.0145,31,3
"25617",69334,24.5829,0,14976,"Bayard","NE",1605,673,"14.95327%",49.55542,31,3
"25618",69335,16.28016,0,NA,"Bingham","NE",96,36,"12.5%",46.58325,31,3
"25619",69336,23.86525,0,15193,"Bridgeport","NE",1714,716,"14.64411%",49.46128,31,3
"25620",69337,61.47593,0,5924,"Chadron","NE",3659,1541,"32.1126%",57.50825,31,3
"25621",69339,34.05404,0,12060,"Crawford","NE",1089,449,"18.91644%",50.58843,31,3
"25622",69340,20.64634,0,NA,"Ellsworth","NE",87,38,"11.49425%",52.304,31,3
"25623",69341,36.73929,0,11385,"Gering","NE",7144,2984,"18.60302%",53.32393,31,3
"25624",69343,20.56333,0,16269,"Gordon","NE",2070,867,"16.08696%",44.30672,31,3
"25625",69345,42.91384,0,NA,"Harrisburg","NE",452,203,"21.46018%",53.9385,31,3
"25626",69346,31.2369,0,NA,"Harrison","NE",457,194,"24.07002%",39.228,31,3
"25627",69347,27.42305,0,14103,"Hay Springs","NE",1078,446,"19.94434%",43.27502,31,3
"25628",69348,29.61506,0,13418,"Hemingford","NE",1189,504,"14.46594%",54.48377,31,3
"25629",69350,35.08447,0,NA,"Hyannis","NE",290,132,"21.37931%",47.12852,31,3
"25630",69351,9.812673,0,NA,"Lakeside","NE",161,68,"10.55901%",42.497,31,3
"25631",69352,5.886511,0,NA,"Lyman","NE",466,192,"9.44206%",38.72458,31,3
"25632",69354,17.05477,0,NA,"Marsland","NE",55,23,"18.18182%",37.5935,31,3
"25633",69355,5.853449,0,NA,"Melbeta","NE",111,49,"3.6036%",48.62703,31,3
"25634",69356,13.72941,0,18753,"Minatare","NE",1443,647,"10.81081%",46.70878,31,3
"25635",69357,35.42121,0,11715,"Mitchell","NE",2599,1133,"19.5075%",50.6695,31,3
"25636",69358,23.33374,0,15367,"Morrill","NE",1338,546,"15.1719%",48.12753,31,3
"25637",69360,24.56554,0,14983,"Rushville","NE",1021,413,"16.35651%",47.12067,31,3
"25638",69361,32.13839,0,12606,"Scottsbluff","NE",11382,4774,"17.81761%",50.87218,31,3
"25639",69365,43.73552,0,NA,"Whiteclay","NE",48,21,"18.75%",59.38727,31,3
"25640",69366,56.09734,0,NA,"Whitman","NE",113,57,"34.51327%",46.21189,31,3
"25641",69367,13.10134,0,NA,"Whitney","NE",201,89,"12.93532%",42.26294,31,3
"25642",70001,58.28511,0,6519,"Metairie","LA",27992,10029,"25.75379%",64.14955,22,2
"25643",70001,58.28511,0,6519,"Metairie","LA",27992,10029,"25.75379%",64.14955,22,1
"25644",70002,77.05145,0,3424,"Metairie","LA",13878,5205,"38.43493%",73.96178,22,1
"25645",70003,58.93722,0,6385,"Metairie","LA",30059,12267,"24.06268%",67.87621,22,2
"25646",70003,58.93722,0,6385,"Metairie","LA",30059,12267,"24.06268%",67.87621,22,1
"25647",70005,79.93904,0,2972,"Metairie","LA",19014,6709,"39.71284%",78.91889,22,1
"25648",70006,64.24606,0,5440,"Metairie","LA",11926,4692,"28.87808%",67.2198,22,1
"25649",70030,18.48861,0,16990,"Des Allemands","LA",2621,1165,"7.8596%",56.67661,22,1
"25650",70030,18.48861,0,16990,"Des Allemands","LA",2621,1165,"7.8596%",56.67661,22,2
"25651",70030,18.48861,0,16990,"Des Allemands","LA",2621,1165,"7.8596%",56.67661,22,6
"25652",70031,38.30083,0,10965,"Ama","LA",852,347,"12.32394%",65.58398,22,2
"25653",70032,25.8245,0,14583,"Arabi","LA",6171,2236,"12.05639%",55.607,22,1
"25654",70036,7.582018,0,21146,"Barataria","LA",941,389,"10.83953%",39.11424,22,1
"25655",70037,46.78545,0,8956,"Belle Chasse","LA",7465,3332,"16.27595%",66.56338,22,1
"25656",70038,21.01706,0,NA,"Boothville","LA",164,67,"0%",72.41489,22,1
"25657",70039,7.432669,0,21198,"Boutte","LA",1260,577,"6.03175%",47.17821,22,2
"25658",70040,19.73106,0,16568,"Braithwaite","LA",1480,505,"12.2973%",50.10723,22,1
"25659",70041,11.35767,0,19653,"Buras","LA",3910,1633,"5.7289%",52.77473,22,1
"25660",70043,23.63565,0,15278,"Chalmette","LA",21168,8904,"9.99622%",57.27811,22,1
"25661",70047,75.51575,0,3669,"Destrehan","LA",7801,3482,"32.16254%",81.66877,22,2
"25662",70047,75.51575,0,3669,"Destrehan","LA",7801,3482,"32.16254%",81.66877,22,6
"25663",70049,2.735346,0,23021,"Edgard","LA",1629,712,"5.27931%",38.55458,22,2
"25664",70050,7.60098,0,NA,"Empire","LA",285,130,"6.66667%",46.31127,22,1
"25665",70051,5.118443,0,22188,"Garyville","LA",1357,597,"5.37951%",43.86606,22,2
"25666",70052,16.42059,0,17688,"Gramercy","LA",1968,840,"9.55285%",51.80058,22,2
"25667",70053,9.994151,0,20196,"Gretna","LA",10979,4110,"11.07569%",41.88112,22,2
"25668",70056,47.85942,0,8720,"Gretna","LA",25224,10913,"19.64003%",61.88348,22,2
"25669",70057,26.79888,0,14305,"Hahnville","LA",1772,761,"12.35892%",55.80706,22,2
"25670",70058,33.82505,0,12133,"Harvey","LA",24572,11095,"17.00716%",53.64298,22,2
"25671",70062,5.045062,0,22225,"Kenner","LA",11263,4622,"8.49685%",38.19761,22,1
"25672",70062,5.045062,0,22225,"Kenner","LA",11263,4622,"8.49685%",38.19761,22,2
"25673",70065,60.54295,0,6078,"Kenner","LA",34382,14278,"25.35338%",67.99651,22,2
"25674",70065,60.54295,0,6078,"Kenner","LA",34382,14278,"25.35338%",67.99651,22,1
"25675",70067,13.03475,0,19058,"Lafitte","LA",2339,1015,"5.89996%",54.32032,22,1
"25676",70068,41.12981,0,10261,"La Place","LA",17917,8046,"15.07507%",63.36891,22,2
"25677",70068,41.12981,0,10261,"La Place","LA",17917,8046,"15.07507%",63.36891,22,6
"25678",70070,62.42086,0,5754,"Luling","LA",7025,3282,"20.59786%",78.87444,22,2
"25679",70071,25.84706,0,14574,"Lutcher","LA",2470,1050,"11.90283%",55.89206,22,2
"25680",70072,20.84219,0,16152,"Marrero","LA",35080,15345,"9.88883%",55.24871,22,2
"25681",70072,20.84219,0,16152,"Marrero","LA",35080,15345,"9.88883%",55.24871,22,1
"25682",70075,38.59163,0,10886,"Meraux","LA",5387,2322,"9.41155%",70.88107,22,1
"25683",70076,26.70698,0,NA,"Mount Airy","LA",212,105,"29.71698%",25.8251,22,2
"25684",70079,18.79426,0,16869,"Norco","LA",2367,991,"5.70342%",60.73279,22,6
"25685",70080,7.237653,0,21284,"Paradis","LA",897,425,"4.90524%",48.76956,22,2
"25686",70082,0.0026047,0,NA,"Pointe A la Hache","LA",461,200,"0%",18.42539,22,1
"25687",70083,4.042,0,22577,"Port Sulphur","LA",2389,993,"5.02302%",42.21979,22,1
"25688",70084,18.13838,0,17119,"Reserve","LA",4495,1974,"8.45384%",55.32848,22,2
"25689",70085,2.357788,0,23155,"Saint Bernard","LA",4809,2066,"3.16074%",41.0351,22,1
"25690",70086,10.45138,0,19992,"Saint James","LA",1235,576,"11.25506%",42.1701,22,2
"25691",70087,14.06528,0,18628,"Saint Rose","LA",3969,1740,"9.34744%",49.53843,22,2
"25692",70087,14.06528,0,18628,"Saint Rose","LA",3969,1740,"9.34744%",49.53843,22,6
"25693",70090,20.24678,0,16392,"Vacherie","LA",4374,1936,"10.76818%",53.18401,22,2
"25694",70091,3.95832,0,NA,"Venice","LA",294,126,"5.10204%",41.8432,22,1
"25695",70092,10.44914,0,19993,"Violet","LA",6592,2835,"6.41687%",50.50605,22,1
"25696",70094,3.842226,0,22643,"Westwego","LA",20592,9004,"5.18162%",41.50061,22,2
"25697",70112,1.897415,0,23300,"New Orleans","LA",3096,1271,"21.35013%",7.954131,22,2
"25698",70113,0.0949988,0,23901,"New Orleans","LA",6085,2079,"5.66968%",20.01413,22,2
"25699",70114,8.055952,0,20996,"New Orleans","LA",16275,6800,"14.32873%",33.57001,22,2
"25700",70115,61.31621,0,5951,"New Orleans","LA",27180,8734,"38.65342%",45.98568,22,1
"25701",70115,61.31621,0,5951,"New Orleans","LA",27180,8734,"38.65342%",45.98568,22,2
"25702",70116,20.54696,0,16276,"New Orleans","LA",11615,3326,"25.3121%",28.3893,22,2
"25703",70117,2.398574,0,23142,"New Orleans","LA",30047,12094,"10.62336%",28.40238,22,2
"25704",70118,62.87612,0,5665,"New Orleans","LA",22211,7980,"38.49444%",48.67672,22,1
"25705",70118,62.87612,0,5665,"New Orleans","LA",22211,7980,"38.49444%",48.67672,22,2
"25706",70119,8.436852,0,20841,"New Orleans","LA",32320,10086,"16.08602%",31.15488,22,1
"25707",70119,8.436852,0,20841,"New Orleans","LA",32320,10086,"16.08602%",31.15488,22,2
"25708",70121,42.14444,0,10000,"New Orleans","LA",9518,3222,"20.43497%",55.08657,22,2
"25709",70121,42.14444,0,10000,"New Orleans","LA",9518,3222,"20.43497%",55.08657,22,1
"25710",70122,43.90602,0,9616,"New Orleans","LA",29290,12100,"25.20655%",48.41912,22,2
"25711",70122,43.90602,0,9616,"New Orleans","LA",29290,12100,"25.20655%",48.41912,22,1
"25712",70123,72.67625,0,4093,"New Orleans","LA",19953,7516,"32.88729%",74.80518,22,2
"25713",70123,72.67625,0,4093,"New Orleans","LA",19953,7516,"32.88729%",74.80518,22,1
"25714",70124,88.84895,0,1661,"New Orleans","LA",17147,6234,"50.64443%",87.73342,22,2
"25715",70124,88.84895,0,1661,"New Orleans","LA",17147,6234,"50.64443%",87.73342,22,1
"25716",70125,29.50513,0,13446,"New Orleans","LA",13638,5350,"28.83854%",29.65244,22,2
"25717",70125,29.50513,0,13446,"New Orleans","LA",13638,5350,"28.83854%",29.65244,22,1
"25718",70126,31.68066,0,12768,"New Orleans","LA",24453,10658,"21.71513%",43.70784,22,2
"25719",70126,31.68066,0,12768,"New Orleans","LA",24453,10658,"21.71513%",43.70784,22,1
"25720",70127,32.30643,0,12559,"New Orleans","LA",18541,8120,"19.61599%",47.89085,22,1
"25721",70127,32.30643,0,12559,"New Orleans","LA",18541,8120,"19.61599%",47.89085,22,2
"25722",70128,57.78729,0,6625,"New Orleans","LA",11878,5375,"26.35124%",62.41567,22,2
"25723",70128,57.78729,0,6625,"New Orleans","LA",11878,5375,"26.35124%",62.41567,22,1
"25724",70129,18.19589,0,17102,"New Orleans","LA",8479,3672,"15.1315%",43.86213,22,1
"25725",70129,18.19589,0,17102,"New Orleans","LA",8479,3672,"15.1315%",43.86213,22,2
"25726",70130,53.22691,0,7516,"New Orleans","LA",10318,2670,"36.97422%",38.29437,22,2
"25727",70131,74.01292,0,3895,"New Orleans","LA",17995,7399,"36.16005%",71.56364,22,2
"25728",70301,35.1273,0,11806,"Thibodaux","LA",24059,10435,"17.25758%",54.25625,22,6
"25729",70301,35.1273,0,11806,"Thibodaux","LA",24059,10435,"17.25758%",54.25625,22,2
"25730",70339,9.327718,0,20450,"Pierre Part","LA",4365,1982,"3.48225%",54.16602,22,3
"25731",70339,9.327718,0,20450,"Pierre Part","LA",4365,1982,"3.48225%",54.16602,22,6
"25732",70341,6.13412,0,21742,"Belle Rose","LA",2690,1202,"5.16729%",46.44072,22,2
"25733",70341,6.13412,0,21742,"Belle Rose","LA",2690,1202,"5.16729%",46.44072,22,6
"25734",70342,25.82814,0,14580,"Berwick","LA",2727,1202,"13.75138%",52.69236,22,3
"25735",70343,32.86832,0,12414,"Bourg","LA",2807,1302,"12.0057%",61.42712,22,1
"25736",70344,4.513237,0,22410,"Chauvin","LA",4363,1876,"6.0738%",41.38946,22,1
"25737",70345,19.9873,0,16480,"Cut Off","LA",8223,3641,"9.30317%",55.51023,22,1
"25738",70346,8.717134,0,20717,"Donaldsonville","LA",6240,2734,"9.39103%",43.05534,22,2
"25739",70353,0.7061152,0,23670,"Dulac","LA",1401,620,"4.06852%",31.43209,22,1
"25740",70354,3.821234,0,22653,"Galliano","LA",3205,1365,"5.117%",41.52153,22,1
"25741",70355,11.17028,0,19728,"Gheens","LA",605,279,"6.28099%",51.56913,22,1
"25742",70356,0.9783652,0,23607,"Gibson","LA",1597,723,"4.25798%",32.42979,22,6
"25743",70357,5.24967,0,22127,"Golden Meadow","LA",2068,849,"5.51257%",44.00989,22,1
"25744",70358,17.46592,0,17331,"Grand Isle","LA",1049,430,"13.25071%",46.44203,22,1
"25745",70359,14.54981,0,18430,"Gray","LA",3468,1584,"10.17878%",48.66756,22,6
"25746",70360,60.03173,0,6171,"Houma","LA",13808,5757,"22.35661%",72.46588,22,1
"25747",70360,60.03173,0,6171,"Houma","LA",13808,5757,"22.35661%",72.46588,22,6
"25748",70363,5.418862,0,22040,"Houma","LA",14994,6699,"6.60264%",42.57676,22,1
"25749",70364,25.37432,0,14763,"Houma","LA",17011,7209,"12.78584%",53.83389,22,6
"25750",70364,25.37432,0,14763,"Houma","LA",17011,7209,"12.78584%",53.83389,22,1
"25751",70372,15.37235,0,18140,"Labadieville","LA",1721,736,"6.97269%",54.94405,22,6
"25752",70372,15.37235,0,18140,"Labadieville","LA",1721,736,"6.97269%",54.94405,22,2
"25753",70373,92.74789,0,NA,"Larose","LA",39,15,"76.92308%",61.56573,22,1
"25754",70374,24.66024,0,14946,"Lockport","LA",6400,2747,"9.01562%",59.85408,22,1
"25755",70375,5.628021,0,NA,"Mathews","LA",62,30,"0%",54.48377,22,6
"25756",70377,4.397441,0,22451,"Montegut","LA",2712,1156,"2.4705%",47.37435,22,1
"25757",70380,10.89854,0,19815,"Morgan City","LA",13738,5748,"9.52832%",45.68101,22,6
"25758",70380,10.89854,0,19815,"Morgan City","LA",13738,5748,"9.52832%",45.68101,22,3
"25759",70390,10.26318,0,20078,"Napoleonville","LA",4739,1978,"11.41591%",41.60783,22,6
"25760",70390,10.26318,0,20078,"Napoleonville","LA",4739,1978,"11.41591%",41.60783,22,2
"25761",70391,0.9738201,0,NA,"Paincourtville","LA",75,35,"10.66667%",21.2485,22,2
"25762",70392,9.341359,0,20439,"Patterson","LA",4493,1911,"8.23503%",46.01183,22,3
"25763",70393,61.16515,0,NA,"Plattenville","LA",237,111,"20.25317%",77.4753,22,2
"25764",70394,18.04065,0,17157,"Raceland","LA",8829,3913,"11.36029%",50.20792,22,6
"25765",70394,18.04065,0,17157,"Raceland","LA",8829,3913,"11.36029%",50.20792,22,1
"25766",70395,36.46617,0,11446,"Schriever","LA",2563,1246,"14.90441%",59.47226,22,6
"25767",70397,9.160608,0,20527,"Theriot","LA",1037,460,"8.19672%",45.766,22,1
"25768",70401,39.8177,0,10598,"Hammond","LA",9814,4115,"24.37334%",46.09552,22,1
"25769",70401,39.8177,0,10598,"Hammond","LA",9814,4115,"24.37334%",46.09552,22,5
"25770",70403,32.45364,0,12520,"Hammond","LA",12506,5263,"19.61458%",48.00069,22,6
"25771",70403,32.45364,0,12520,"Hammond","LA",12506,5263,"19.61458%",48.00069,22,1
"25772",70420,61.97373,0,5837,"Abita Springs","LA",3162,1424,"26.94497%",67.12303,22,1
"25773",70422,21.40238,0,15955,"Amite","LA",7535,3135,"14.70471%",47.4345,22,5
"25774",70422,21.40238,0,15955,"Amite","LA",7535,3135,"14.70471%",47.4345,22,6
"25775",70426,5.222135,0,22134,"Angie","LA",3993,1436,"8.16429%",39.40453,22,5
"25776",70427,8.757317,0,20695,"Bogalusa","LA",13376,5658,"11.67763%",39.16916,22,1
"25777",70427,8.757317,0,20695,"Bogalusa","LA",13376,5658,"11.67763%",39.16916,22,5
"25778",70431,39.18834,0,10746,"Bush","LA",2995,1321,"15.89316%",60.21498,22,1
"25779",70431,39.18834,0,10746,"Bush","LA",2995,1321,"15.89316%",60.21498,22,5
"25780",70433,73.52962,0,3968,"Covington","LA",15624,6534,"34.05018%",74.39459,22,1
"25781",70435,53.27771,0,7507,"Covington","LA",7004,3071,"22.70131%",62.92825,22,1
"25782",70435,53.27771,0,7507,"Covington","LA",7004,3071,"22.70131%",62.92825,22,5
"25783",70436,0.01032,0,NA,"Fluker","LA",228,82,"3.07018%",15.93703,22,5
"25784",70437,53.13266,0,7532,"Folsom","LA",3872,1733,"22.70145%",62.79488,22,1
"25785",70437,53.13266,0,7532,"Folsom","LA",3872,1733,"22.70145%",62.79488,22,5
"25786",70438,7.711871,0,21113,"Franklinton","LA",9507,4107,"11.33901%",38.3506,22,5
"25787",70441,2.026874,0,23263,"Greensburg","LA",2906,1219,"8.74054%",30.25394,22,6
"25788",70441,2.026874,0,23263,"Greensburg","LA",2906,1219,"8.74054%",30.25394,22,5
"25789",70442,7.142081,0,NA,"Husser","LA",230,112,"9.56522%",40.62844,22,5
"25790",70443,12.49008,0,19262,"Independence","LA",5884,2599,"10.28212%",46.17266,22,6
"25791",70443,12.49008,0,19262,"Independence","LA",5884,2599,"10.28212%",46.17266,22,5
"25792",70443,12.49008,0,19262,"Independence","LA",5884,2599,"10.28212%",46.17266,22,1
